,date,FLOODING,orbit,filename,folder,count
24,2019-04-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190407T030905_20190407T030930_026678_02FE78_A21F,11,28
23,2019-04-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190407T030840_20190407T030905_026678_02FE78_27F0,11,28
22,2019-04-01,True,DESCENDING,S1B_IW_GRDH_1SDV_20190401T030823_20190401T030856_015607_01D42A_6D09,11,28
21,2019-03-31,True,ASCENDING,S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB,11,28
20,2019-03-26,True,ASCENDING,S1B_IW_GRDH_1SDV_20190326T160653_20190326T160722_015527_01D1AB_971D,11,28
19,2019-03-26,True,DESCENDING,S1A_IW_GRDH_1SDV_20190326T030840_20190326T030905_026503_02F802_A0C4,11,28
17,2019-03-26,True,DESCENDING,S1A_IW_GRDH_1SDV_20190326T030905_20190326T030930_026503_02F802_3D48,11,28
18,2019-03-25,True,ASCENDING,S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80,11,28
16,2019-03-20,True,ASCENDING,S1A_IW_GRDH_1SDV_20190320T160724_20190320T160753_026423_02F51E_2D7F,11,28
15,2019-03-20,True,DESCENDING,S1B_IW_GRDH_1SDV_20190320T030813_20190320T030839_015432_01CE6E_367E,11,28
14,2019-03-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401,11,28
13,2019-03-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190314T160646_20190314T160711_015352_01CBEE_21E5,11,28
12,2019-03-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190314T030840_20190314T030905_026328_02F196_8079,11,28
10,2019-03-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190314T030905_20190314T030930_026328_02F196_2EC3,11,28
11,2019-03-13,True,ASCENDING,S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9,11,28
9,2019-03-02,False,ASCENDING,S1B_IW_GRDH_1SDV_20190302T160704_20190302T160733_015177_01C638_552B,11,28
8,2019-03-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190302T030905_20190302T030930_026153_02EB31_1973,11,28
7,2019-03-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190302T030840_20190302T030905_026153_02EB31_5A38,11,28
6,2019-02-18,False,ASCENDING,S1B_IW_GRDH_1SDV_20190218T160653_20190218T160722_015002_01C07E_D1A3,11,28
5,2019-02-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190218T030905_20190218T030930_025978_02E4EB_98B8,11,28
4,2019-02-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190218T030840_20190218T030905_025978_02E4EB_AC2F,11,28
2,2019-02-06,False,ASCENDING,S1B_IW_GRDH_1SDV_20190206T160653_20190206T160722_014827_01BABE_8777,11,28
3,2019-02-06,False,DESCENDING,S1A_IW_GRDH_1SDV_20190206T030840_20190206T030905_025803_02DEB0_5440,11,28
1,2019-02-06,False,DESCENDING,S1A_IW_GRDH_1SDV_20190206T030905_20190206T030930_025803_02DEB0_2CC8,11,28
21,2019-02-05,False,DESCENDING,S1B_IW_GRDH_1SDV_20190205T031814_20190205T031839_014805_01BA00_B14B,0125,21
20,2019-02-03,False,ASCENDING,S1A_IW_GRDH_1SDV_20190203T163009_20190203T163034_025767_02DD85_D602,0125,21
19,2019-02-03,False,ASCENDING,S1A_IW_GRDH_1SDV_20190203T163034_20190203T163059_025767_02DD85_552C,0125,21
18,2019-01-29,False,ASCENDING,S1A_IW_GRDH_1SDV_20190129T162225_20190129T162250_025694_02DADC_F742,0125,21
17,2019-01-24,False,DESCENDING,S1B_IW_GRDH_1SDV_20190124T031814_20190124T031839_014630_01B445_90F3,0125,21
16,2019-01-22,False,ASCENDING,S1A_IW_GRDH_1SDV_20190122T163034_20190122T163059_025592_02D726_C805,0125,21
15,2019-01-22,False,ASCENDING,S1A_IW_GRDH_1SDV_20190122T163009_20190122T163034_025592_02D726_4CCD,0125,21
14,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T031846_20190118T031913_025526_02D4AC_B87A,0125,21
13,2019-01-17,False,ASCENDING,S1A_IW_GRDH_1SDV_20190117T162225_20190117T162250_025519_02D472_6DEF,0125,21
12,2019-01-10,False,ASCENDING,S1A_IW_GRDH_1SDV_20190110T163009_20190110T163034_025417_02D0C4_FEEB,0125,21
10,2019-01-10,False,ASCENDING,S1A_IW_GRDH_1SDV_20190110T163034_20190110T163059_025417_02D0C4_BEB7,0125,21
11,2019-01-06,False,DESCENDING,S1A_IW_GRDH_1SDV_20190106T031846_20190106T031913_025351_02CE5C_29D0,0125,21
9,2019-01-05,False,ASCENDING,S1A_IW_GRDH_1SDV_20190105T162226_20190105T162251_025344_02CE22_172D,0125,21
8,2018-12-31,False,DESCENDING,S1B_IW_GRDH_1SDV_20181231T031815_20181231T031840_014280_01A906_F242,0125,21
7,2018-12-29,False,ASCENDING,S1A_IW_GRDH_1SDV_20181229T163035_20181229T163100_025242_02CA7B_BBD6,0125,21
6,2018-12-29,False,ASCENDING,S1A_IW_GRDH_1SDV_20181229T163010_20181229T163035_025242_02CA7B_35F8,0125,21
5,2018-12-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20181225T031847_20181225T031914_025176_02C80D_9EA8,0125,21
4,2018-12-24,False,ASCENDING,S1A_IW_GRDH_1SDV_20181224T162226_20181224T162251_025169_02C7D4_D3BB,0125,21
2,2018-12-19,False,DESCENDING,S1B_IW_GRDH_1SDV_20181219T031815_20181219T031840_014105_01A339_D736,0125,21
3,2018-12-17,False,ASCENDING,S1A_IW_GRDH_1SDV_20181217T163035_20181217T163100_025067_02C422_888C,0125,21
1,2018-12-17,False,ASCENDING,S1A_IW_GRDH_1SDV_20181217T163010_20181217T163035_025067_02C422_DDE0,0125,21
19,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F,0192,20
20,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B,0192,20
18,2019-04-12,True,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,0192,20
17,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162250_20190405T162319_015673_01D66F_C65F,0192,20
16,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7,0192,20
15,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,0192,20
13,2019-03-30,True,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,0192,20
14,2019-03-25,True,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,0192,20
12,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55,0192,20
11,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162250_20190324T162319_015498_01D0A4_18F9,0192,20
10,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,0192,20
9,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,0192,20
8,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162250_20190312T162319_015323_01CAFA_CAE4,0192,20
7,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0192,20
6,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0192,20
4,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0192,20
5,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162250_20190228T162319_015148_01C539_2FEF,0192,20
3,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0192,20
2,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162250_20190216T162319_014973_01BF7C_993E,0192,20
1,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,0192,20
15,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F,0187,15
14,2019-04-12,True,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,0187,15
13,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7,0187,15
12,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,0187,15
11,2019-03-30,True,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,0187,15
10,2019-03-25,True,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,0187,15
9,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55,0187,15
8,2019-03-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401,0187,15
7,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,0187,15
6,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,0187,15
5,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0187,15
4,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0187,15
3,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0187,15
2,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0187,15
1,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,0187,15
10,2019-02-09,False,ASCENDING,S1B_IW_GRDH_1SDV_20190209T181740_20190209T181805_014873_01BC28_D12A,0101,10
9,2019-02-03,False,ASCENDING,S1A_IW_GRDH_1SDV_20190203T181824_20190203T181849_025769_02DD8E_30F0,0101,10
8,2019-01-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190128T181740_20190128T181805_014698_01B667_261D,0101,10
7,2019-01-22,False,ASCENDING,S1A_IW_GRDH_1SDV_20190122T181825_20190122T181850_025594_02D72F_4BD8,0101,10
6,2019-01-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190116T181741_20190116T181806_014523_01B0D1_809B,0101,10
5,2019-01-10,False,ASCENDING,S1A_IW_GRDH_1SDV_20190110T181825_20190110T181850_025419_02D0CD_2ADD,0101,10
4,2019-01-04,False,ASCENDING,S1B_IW_GRDH_1SDV_20190104T181741_20190104T181806_014348_01AB27_32F7,0101,10
3,2018-12-29,False,ASCENDING,S1A_IW_GRDH_1SDV_20181229T181825_20181229T181850_025244_02CA84_6502,0101,10
2,2018-12-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20181223T181742_20181223T181807_014173_01A569_9A1D,0101,10
1,2018-12-17,False,ASCENDING,S1A_IW_GRDH_1SDV_20181217T181826_20181217T181851_025069_02C42B_6B4A,0101,10
8,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144309_20190320T144334_026423_02F518_F5E3,0258,8
7,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,0258,8
6,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,0258,8
5,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,0258,8
4,2019-03-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190308T144309_20190308T144334_026248_02EEA6_FCEA,0258,8
3,2019-03-03,False,DESCENDING,S1B_IW_GRDH_1SDV_20190303T024546_20190303T024609_015184_01C66E_800E,0258,8
2,2019-03-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6,0258,8
1,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3,0258,8
3,2019-01-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7,59,3
2,2019-01-11,False,ASCENDING,S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21,59,3
1,2018-12-30,False,ASCENDING,S1B_IW_GRDH_1SDV_20181230T162345_20181230T162410_014273_01A8CE_D597,59,3
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,51,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,51,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,51,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,51,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,51,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,51,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,51,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,51,8
3,2019-01-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7,0035,3
2,2019-01-11,False,ASCENDING,S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21,0035,3
1,2018-12-30,False,ASCENDING,S1B_IW_GRDH_1SDV_20181230T162345_20181230T162410_014273_01A8CE_D597,0035,3
5,2019-02-05,False,DESCENDING,S1B_IW_GRDH_1SDV_20190205T031123_20190205T031148_014805_01B9FF_DC8A,45,5
4,2019-02-02,False,ASCENDING,S1A_IW_GRDH_1SDV_20190202T155600_20190202T155625_025752_02DD0C_8A1E,45,5
3,2019-01-21,False,ASCENDING,S1A_IW_GRDH_1SDV_20190121T155600_20190121T155625_025577_02D6AB_2DB1,45,5
2,2019-01-09,False,ASCENDING,S1A_IW_GRDH_1SDV_20190109T155600_20190109T155625_025402_02D04C_6D15,45,5
1,2018-12-28,False,ASCENDING,S1A_IW_GRDH_1SDV_20181228T155601_20181228T155626_025227_02CA01_DD9E,45,5
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0316,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0316,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0316,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0316,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0316,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0316,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0316,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0316,8
10,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,0263,10
9,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144309_20190320T144334_026423_02F518_F5E3,0263,10
8,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,0263,10
7,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,0263,10
6,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,0263,10
5,2019-03-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190308T144309_20190308T144334_026248_02EEA6_FCEA,0263,10
4,2019-03-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92,0263,10
3,2019-03-03,False,DESCENDING,S1B_IW_GRDH_1SDV_20190303T024546_20190303T024609_015184_01C66E_800E,0263,10
1,2019-03-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6,0263,10
2,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3,0263,10
16,2019-02-05,False,DESCENDING,S1B_IW_GRDH_1SDV_20190205T031814_20190205T031839_014805_01BA00_B14B,0124,16
15,2019-02-03,False,ASCENDING,S1A_IW_GRDH_1SDV_20190203T163034_20190203T163059_025767_02DD85_552C,0124,16
14,2019-01-29,False,ASCENDING,S1A_IW_GRDH_1SDV_20190129T162225_20190129T162250_025694_02DADC_F742,0124,16
13,2019-01-24,False,DESCENDING,S1B_IW_GRDH_1SDV_20190124T031814_20190124T031839_014630_01B445_90F3,0124,16
12,2019-01-22,False,ASCENDING,S1A_IW_GRDH_1SDV_20190122T163034_20190122T163059_025592_02D726_C805,0124,16
11,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T031846_20190118T031913_025526_02D4AC_B87A,0124,16
10,2019-01-17,False,ASCENDING,S1A_IW_GRDH_1SDV_20190117T162225_20190117T162250_025519_02D472_6DEF,0124,16
9,2019-01-10,False,ASCENDING,S1A_IW_GRDH_1SDV_20190110T163034_20190110T163059_025417_02D0C4_BEB7,0124,16
8,2019-01-06,False,DESCENDING,S1A_IW_GRDH_1SDV_20190106T031846_20190106T031913_025351_02CE5C_29D0,0124,16
7,2019-01-05,False,ASCENDING,S1A_IW_GRDH_1SDV_20190105T162226_20190105T162251_025344_02CE22_172D,0124,16
6,2018-12-31,False,DESCENDING,S1B_IW_GRDH_1SDV_20181231T031815_20181231T031840_014280_01A906_F242,0124,16
5,2018-12-29,False,ASCENDING,S1A_IW_GRDH_1SDV_20181229T163035_20181229T163100_025242_02CA7B_BBD6,0124,16
4,2018-12-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20181225T031847_20181225T031914_025176_02C80D_9EA8,0124,16
3,2018-12-24,False,ASCENDING,S1A_IW_GRDH_1SDV_20181224T162226_20181224T162251_025169_02C7D4_D3BB,0124,16
2,2018-12-19,False,DESCENDING,S1B_IW_GRDH_1SDV_20181219T031815_20181219T031840_014105_01A339_D736,0124,16
1,2018-12-17,False,ASCENDING,S1A_IW_GRDH_1SDV_20181217T163035_20181217T163100_025067_02C422_888C,0124,16
12,2019-01-15,False,ASCENDING,S1B_IW_GRDH_1SSV_20190115T172454_20190115T172530_014507_01B057_2CF1,52,12
11,2019-01-14,False,ASCENDING,S1A_IW_GRDH_1SDV_20190114T173411_20190114T173436_025476_02D2E1_DB2F,52,12
10,2019-01-14,False,ASCENDING,S1A_IW_GRDH_1SDV_20190114T173346_20190114T173411_025476_02D2E1_C339,52,12
9,2019-01-09,False,ASCENDING,S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A,52,12
8,2019-01-03,False,ASCENDING,S1B_IW_GRDH_1SSV_20190103T172455_20190103T172531_014332_01AAAE_5245,52,12
7,2019-01-02,False,ASCENDING,S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD,52,12
6,2019-01-02,False,ASCENDING,S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA,52,12
5,2018-12-28,False,ASCENDING,S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927,52,12
4,2018-12-22,False,ASCENDING,S1B_IW_GRDH_1SSV_20181222T172455_20181222T172531_014157_01A4ED_D2C3,52,12
3,2018-12-21,False,ASCENDING,S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354,52,12
2,2018-12-21,False,ASCENDING,S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD,52,12
1,2018-12-16,False,ASCENDING,S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA,52,12
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0324,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0324,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0324,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0324,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0324,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0324,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0324,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0324,8
14,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F,0186,14
13,2019-04-12,True,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,0186,14
12,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7,0186,14
11,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,0186,14
10,2019-03-30,True,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,0186,14
9,2019-03-25,True,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,0186,14
8,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55,0186,14
7,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,0186,14
6,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,0186,14
5,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0186,14
4,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0186,14
3,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0186,14
2,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0186,14
1,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,0186,14
18,2019-02-12,False,ASCENDING,S1A_IW_GRDH_1SDV_20190212T161246_20190212T161311_025898_02E225_8914,0088,18
17,2019-02-07,False,ASCENDING,S1A_IW_GRDH_1SDV_20190207T160454_20190207T160519_025825_02DF8C_59F6,0088,18
16,2019-02-03,False,DESCENDING,S1B_IW_GRDH_1SDV_20190203T032731_20190203T032756_014776_01B8F2_A952,0088,18
15,2019-02-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190202T033603_20190202T033628_025745_02DCC1_50D9,0088,18
14,2019-01-31,False,ASCENDING,S1A_IW_GRDH_1SDV_20190131T161246_20190131T161311_025723_02DBE9_7D5B,0088,18
13,2019-01-26,False,ASCENDING,S1A_IW_GRDH_1SDV_20190126T160455_20190126T160520_025650_02D94A_A0D8,0088,18
12,2019-01-22,False,DESCENDING,S1B_IW_GRDH_1SDV_20190122T032731_20190122T032756_014601_01B34A_9A7F,0088,18
11,2019-01-19,False,ASCENDING,S1A_IW_GRDH_1SDV_20190119T161247_20190119T161312_025548_02D584_9402,0088,18
10,2019-01-16,False,DESCENDING,S1A_IW_GRDH_1SDV_20190116T032801_20190116T032826_025497_02D398_FF1E,0088,18
9,2019-01-14,False,ASCENDING,S1A_IW_GRDH_1SDV_20190114T160455_20190114T160520_025475_02D2DC_7BCF,0088,18
8,2019-01-10,False,DESCENDING,S1B_IW_GRDH_1SDV_20190110T032731_20190110T032756_014426_01ADAF_D007,0088,18
7,2019-01-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190109T033603_20190109T033628_025395_02D001_797B,0088,18
6,2019-01-07,False,ASCENDING,S1A_IW_GRDH_1SDV_20190107T161247_20190107T161312_025373_02CF2E_E152,0088,18
5,2019-01-04,False,DESCENDING,S1A_IW_GRDH_1SDV_20190104T032801_20190104T032826_025322_02CD47_5519,0088,18
4,2019-01-02,False,ASCENDING,S1A_IW_GRDH_1SDV_20190102T160455_20190102T160520_025300_02CC92_795C,0088,18
3,2018-12-29,False,DESCENDING,S1B_IW_GRDH_1SDV_20181229T032732_20181229T032757_014251_01A800_F312,0088,18
2,2018-12-28,False,DESCENDING,S1A_IW_GRDH_1SDV_20181228T033604_20181228T033629_025220_02C9B5_B3F7,0088,18
1,2018-12-26,False,ASCENDING,S1A_IW_GRDH_1SDV_20181226T161247_20181226T161312_025198_02C8DF_8611,0088,18
3,2019-01-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7,0029,3
2,2019-01-11,False,ASCENDING,S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21,0029,3
1,2018-12-30,False,ASCENDING,S1B_IW_GRDH_1SDV_20181230T162345_20181230T162410_014273_01A8CE_D597,0029,3
10,2019-05-17,True,DESCENDING,S1A_IW_GRDH_1SDV_20190517T022015_20190517T022040_027261_0312E1_AD95,0294,11
11,2019-05-16,True,ASCENDING,S1A_IW_GRDH_1SDV_20190516T141954_20190516T142019_027254_0312AF_C77F,0294,11
9,2019-05-10,True,DESCENDING,S1A_IW_GRDH_1SDV_20190510T022832_20190510T022857_027159_030FBE_7D3B,0294,11
8,2019-05-05,False,DESCENDING,S1A_IW_GRDH_1SDV_20190505T022015_20190505T022040_027086_030D4E_C350,0294,11
7,2019-05-04,False,ASCENDING,S1A_IW_GRDH_1SDV_20190504T141954_20190504T142019_027079_030D0F_D6EC,0294,11
6,2019-04-28,False,DESCENDING,S1A_IW_GRDH_1SDV_20190428T022832_20190428T022857_026984_03099E_C3FD,0294,11
